SCENARIO,CATEGORY,PRODUCT,FLOW,UNIT,REGION,YEAR,VALUE
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,United States,2050,578
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,United States,2030,760
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,United States,2035,506
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,United States,2050,260
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Central and South America,2010,150
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Central and South America,2022,156
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Central and South America,2023,156
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Central and South America,2030,168
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Central and South America,2035,180
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Central and South America,2050,183
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Central and South America,2030,158
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Central and South America,2035,152
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Central and South America,2050,102
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Brazil,2010,28
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Brazil,2022,32
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Brazil,2023,30
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Brazil,2030,34
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Brazil,2035,35
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Brazil,2050,32
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Brazil,2030,27
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Brazil,2035,26
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Brazil,2050,20
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Europe,2010,697
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Europe,2022,544
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Europe,2023,507
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Europe,2030,462
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Europe,2035,407
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Europe,2050,301
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Europe,2030,409
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Europe,2035,281
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Europe,2050,86
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,European Union,2010,446
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,European Union,2022,358
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,European Union,2023,331
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,European Union,2030,296
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,European Union,2035,257
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,European Union,2050,166
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,European Union,2030,264
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,European Union,2035,167
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,European Union,2050,29
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Africa,2010,107
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Africa,2022,176
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Africa,2023,182
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Africa,2030,203
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Africa,2035,219
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Africa,2050,290
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Africa,2030,181
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Africa,2035,180
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Africa,2050,185
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Middle East,2010,370
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Middle East,2022,566
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Middle East,2023,578
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Middle East,2030,702
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Middle East,2035,750
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Middle East,2050,880
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Middle East,2030,674
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Middle East,2035,692
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Middle East,2050,678
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Eurasia,2010,573
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Eurasia,2022,652
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Eurasia,2023,660
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Eurasia,2030,671
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Eurasia,2035,671
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Eurasia,2050,669
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Eurasia,2030,617
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Eurasia,2035,575
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Eurasia,2050,490
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Russia,2010,467
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Russia,2022,515
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Russia,2023,523
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Russia,2030,521
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Russia,2035,513
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Russia,2050,485
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Russia,2030,479
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Russia,2035,444
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Russia,2050,371
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Asia Pacific,2010,577
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Asia Pacific,2022,904
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Asia Pacific,2023,928
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Asia Pacific,2030,1075
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Asia Pacific,2035,1131
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Asia Pacific,2050,1191
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Asia Pacific,2030,992
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Asia Pacific,2035,928
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Asia Pacific,2050,559
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,China,2010,110
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,China,2022,370
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,China,2023,398
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,China,2030,499
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,China,2035,522
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,China,2050,523
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,China,2030,448
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,China,2035,397
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,China,2050,213
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,India,2010,64
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,India,2022,60
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,India,2023,64
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,India,2030,99
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,India,2035,125
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,India,2050,172
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,India,2030,91
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,India,2035,107
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,India,2050,107
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Japan,2010,95
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Japan,2022,94
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Japan,2023,85
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Japan,2030,61
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Japan,2035,49
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Japan,2050,41
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Japan,2030,57
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Japan,2035,45
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Japan,2050,22
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Southeast Asia,2010,149
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Southeast Asia,2022,167
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Southeast Asia,2023,175
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Southeast Asia,2030,209
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Southeast Asia,2035,231
Stated Policies Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Southeast Asia,2050,265
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Southeast Asia,2030,191
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Southeast Asia,2035,189
Announced Pledges Scenario,Energy,Natural gas,Total energy supply,Billion cubic metres,Southeast Asia,2050,115
Stated Policies Scenario,Energy,Natural gas,International bunkers,Billion cubic metres,World,2010,0
Stated Policies Scenario,Energy,Natural gas,International bunkers,Billion cubic metres,World,2022,0
Stated Policies Scenario,Energy,Natural gas,International bunkers,Billion cubic metres,World,2023,0
Stated Policies Scenario,Energy,Natural gas,International bunkers,Billion cubic metres,World,2030,27
Stated Policies Scenario,Energy,Natural gas,International bunkers,Billion cubic metres,World,2035,36
Stated Policies Scenario,Energy,Natural gas,International bunkers,Billion cubic metres,World,2050,51
Announced Pledges Scenario,Energy,Natural gas,International bunkers,Billion cubic metres,World,2030,16
Announced Pledges Scenario,Energy,Natural gas,International bunkers,Billion cubic metres,World,2035,11
Announced Pledges Scenario,Energy,Natural gas,International bunkers,Billion cubic metres,World,2050,0
Stated Policies Scenario,Energy,Coal,Production,Million tonnes of coal equivalent,World,2010,5243
Stated Policies Scenario,Energy,Coal,Production,Million tonnes of coal equivalent,World,2022,6060
Stated Policies Scenario,Energy,Coal,Production,Million tonnes of coal equivalent,World,2023,6278
Stated Policies Scenario,Energy,Coal,Production,Million tonnes of coal equivalent,World,2030,5308
Stated Policies Scenario,Energy,Coal,Production,Million tonnes of coal equivalent,World,2035,4454
Stated Policies Scenario,Energy,Coal,Production,Million tonnes of coal equivalent,World,2050,3191
